Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
152,Entry Long,buy,2019-06-16 12:00,9068.93,32.003151,82202.74,28.29,371309.09,28.42,82575.84,28.42,9408.89,3.24
151,Exit Short,exit_short,2019-06-13 00:00,8110.18,25.984275,-5459.20,-2.65,289106.35,-1.85,12336.40,5.99,5798.03,2.82
151,Entry Short,enter_short,2019-06-04 09:00,7916.11,25.984275,-5459.20,-2.65,289106.35,-1.85,12336.40,5.99,5798.03,2.82
150,Exit Long,sell,2019-05-31 03:00,8504.51,35.369074,11793.86,4.09,294565.55,4.17,32941.54,11.41,0,0.00
150,Entry Long,buy,2019-05-27 03:00,8154.40,35.369074,11793.86,4.09,294565.55,4.17,32941.54,11.41,0,0.00
149,Exit Long,sell,2019-05-14 00:00,7698.65,60.297093,104923.36,29.24,282771.69,58.96,105387.57,29.37,967.46,0.27
149,Entry Long,buy,2019-05-09 06:00,5944.90,60.297093,104923.36,29.24,282771.69,58.96,105387.57,29.37,967.46,0.27
148,Exit Long,sell,2019-05-08 09:00,5678.88,32.133298,-4789.00,-2.56,177848.33,-2.62,4744.92,2.54,4606.51,2.46
148,Entry Long,buy,2019-05-07 09:00,5816.42,32.133298,-4789.00,-2.56,177848.33,-2.62,4744.92,2.54,4606.51,2.46
147,Exit Long,sell,2019-05-06 15:00,5570.16,113.733913,32905.48,5.48,182637.33,21.96,64390.45,10.73,891.67,0.15
147,Entry Long,buy,2019-05-01 09:00,5270.00,113.733913,32905.48,5.48,182637.33,21.96,64390.45,10.73,891.67,0.15
146,Exit Short,exit_short,2019-04-26 09:00,5265.26,24.047551,-7353.14,-6.15,149731.85,-4.68,60.61,0.05,7226.52,6.04
146,Entry Short,enter_short,2019-04-26 06:00,4969.72,24.047551,-7353.14,-6.15,149731.85,-4.68,60.61,0.05,7226.52,6.04
145,Exit Long,sell,2019-04-24 15:00,5432.09,161.58377,13948.38,1.62,157084.99,9.74,47092.78,5.46,0,0.00
145,Entry Long,buy,2019-04-23 00:00,5335.00,161.58377,13948.38,1.62,157084.99,9.74,47092.78,5.46,0,0.00
144,Exit Long,sell,2019-04-22 03:00,5264.83,80.742127,7143.19,1.71,143136.61,5.25,15251.71,3.65,0,0.00
144,Entry Long,buy,2019-04-17 00:00,5165.93,80.742127,7143.19,1.71,143136.61,5.25,15251.71,3.65,0,0.00
143,Exit Long,sell,2019-04-04 00:00,5146.77,74.542013,86713.89,29.24,135993.41,175.61,87097.54,29.37,700.27,0.24
143,Entry Long,buy,2019-03-27 12:00,3974.36,74.542013,86713.89,29.24,135993.41,175.61,87097.54,29.37,700.27,0.24
142,Exit Short,exit_short,2019-03-27 09:00,3934.39,54.075787,-3948.81,-1.89,49279.52,-7.40,399.66,0.19,3736.05,1.78
142,Entry Short,enter_short,2019-03-26 03:00,3869.17,54.075787,-3948.81,-1.89,49279.52,-7.40,399.66,0.19,3736.05,1.78
141,Exit Long,sell,2019-03-21 21:00,4001.54,71.159624,7631.30,2.76,53228.32,16.70,11994.92,4.33,1443.57,0.52
141,Entry Long,buy,2019-03-15 18:00,3886.41,71.159624,7631.30,2.76,53228.32,16.70,11994.92,4.33,1443.57,0.52
140,Exit Long,sell,2019-03-11 12:00,3868.84,36.276869,-985.17,-0.70,45597.02,-2.11,1989.85,1.41,933.70,0.66
140,Entry Long,buy,2019-03-09 15:00,3888.24,36.276869,-985.17,-0.70,45597.02,-2.11,1989.85,1.41,933.70,0.66
139,Exit Long,sell,2019-03-09 06:00,3803.86,30.055962,-2405.08,-2.06,46582.19,-4.90,996.77,0.85,2290.75,1.96
139,Entry Long,buy,2019-03-06 18:00,3876.20,30.055962,-2405.08,-2.06,46582.19,-4.90,996.77,0.85,2290.75,1.96
138,Exit Short,buy,2019-03-06 18:00,3876.20,11.585804,-2393.78,-5.61,48987.27,-4.65,11.16,0.03,2348.87,5.51
138,Entry Short,enter_short,2019-03-04 18:00,3677.14,11.585804,-2393.78,-5.61,48987.27,-4.65,11.16,0.03,2348.87,5.51
137,Exit Long,sell,2019-02-24 21:00,4038.20,52.063341,20020.74,10.54,51381.06,63.64,28066.00,14.77,0,0.00
137,Entry Long,buy,2019-02-18 09:00,3645.97,52.063341,20020.74,10.54,51381.06,63.64,28066.00,14.77,0,0.00
136,Exit Long,sell,2019-02-17 18:00,3592.62,54.198703,-1031.24,-0.53,31360.32,-3.17,3409.94,1.74,836.53,0.43
136,Entry Long,buy,2019-02-17 18:00,3604.45,54.198703,-1031.24,-0.53,31360.32,-3.17,3409.94,1.74,836.53,0.43
135,Exit Long,sell,2019-02-17 00:00,3592.62,55.961512,-1064.78,-0.53,32391.56,-3.17,0,0.00,863.74,0.43
135,Entry Long,buy,2019-02-17 00:00,3604.45,55.961512,-1064.78,-0.53,32391.56,-3.17,0,0.00,863.74,0.43
134,Exit Long,sell,2019-02-16 21:00,3592.62,57.944008,-1102.50,-0.53,33456.34,-3.18,19.44,0.01,894.33,0.43
134,Entry Long,buy,2019-02-16 21:00,3604.45,57.944008,-1102.50,-0.53,33456.34,-3.18,19.44,0.01,894.33,0.43
133,Exit Long,sell,2019-02-14 00:00,3570.57,48.843868,7051.60,4.22,34558.85,25.54,14013.83,8.38,635.91,0.38
133,Entry Long,buy,2019-02-08 21:00,3419.21,48.843868,7051.60,4.22,34558.85,25.54,14013.83,8.38,635.91,0.38
132,Exit Short,exit_short,2019-02-08 18:00,3386.66,16.422693,-556.17,-1.01,27507.25,-1.97,356.22,0.64,500.56,0.91
132,Entry Short,enter_short,2019-02-06 09:00,3359.54,16.422693,-556.17,-1.01,27507.25,-1.97,356.22,0.64,500.56,0.91
131,Exit Short,exit_short,2019-02-03 06:00,3474.14,8.128081,-288.71,-1.03,28063.42,-1.01,857.96,3.06,260.47,0.93
131,Entry Short,enter_short,2019-01-28 12:00,3445.54,8.128081,-288.71,-1.03,28063.42,-1.01,857.96,3.06,260.47,0.93
130,Exit Long,sell,2019-01-27 00:00,3552.13,24.86229,-1115.87,-1.25,28352.13,-3.77,1647.63,1.84,1027.56,1.15
130,Entry Long,buy,2019-01-26 15:00,3589.87,24.86229,-1115.87,-1.25,28352.13,-3.77,1647.63,1.84,1027.56,1.15
129,Exit Short,exit_short,2019-01-23 00:00,3586.72,6.247119,-624.15,-2.86,29468.00,-2.07,423.91,1.94,601.75,2.75
129,Entry Short,enter_short,2019-01-20 21:00,3493.89,6.247119,-624.15,-2.86,29468.00,-2.07,423.91,1.94,601.75,2.75
128,Exit Short,exit_short,2019-01-19 18:00,3734.80,7.558203,-714.65,-2.59,30092.15,-2.31,1308.19,4.74,686.42,2.49
128,Entry Short,enter_short,2019-01-11 00:00,3647.63,7.558203,-714.65,-2.59,30092.15,-2.31,1308.19,4.74,686.42,2.49
127,Exit Long,sell,2019-01-10 15:00,3945.87,8.146459,-228.69,-0.71,30806.80,-0.73,1166.69,3.61,231.73,0.72
127,Entry Long,buy,2019-01-07 00:00,3966.03,8.146459,-228.69,-0.71,30806.80,-0.73,1166.69,3.61,231.73,0.72
126,Exit Long,sell,2019-01-02 09:00,3794.28,8.712407,-1325.71,-3.86,31035.48,-4.08,421.43,1.23,1292.65,3.76
126,Entry Long,buy,2019-01-02 06:00,3938.71,8.712407,-1325.71,-3.86,31035.48,-4.08,421.43,1.23,1292.65,3.76
125,Exit Long,sell,2018-12-25 09:00,3959.38,8.229897,4252.76,15.03,32361.19,15.08,6575.81,23.24,34.44,0.12
125,Entry Long,buy,2018-12-18 03:00,3435.24,8.229897,4252.76,15.03,32361.19,15.08,6575.81,23.24,34.44,0.12
124,Exit Short,exit_short,2018-12-17 21:00,3358.08,3.33832,581.74,4.92,28108.43,2.11,1368.05,11.57,342.34,2.89
124,Entry Short,enter_short,2018-12-07 06:00,3539.24,3.33832,581.74,4.92,28108.43,2.11,1368.05,11.57,342.34,2.89
123,Exit Long,sell,2018-11-30 18:00,3952.83,3.617606,-1457.86,-9.26,27526.68,-5.01,240.25,1.53,1443.56,9.17
123,Entry Long,buy,2018-11-29 03:00,4347.52,3.617606,-1457.86,-9.26,27526.68,-5.01,240.25,1.53,1443.56,9.17
122,Exit Short,exit_short,2018-11-19 21:00,5050.69,10.255556,12832.94,19.80,28984.54,78.96,12884.74,19.88,787.66,1.22
122,Entry Short,enter_short,2018-11-12 00:00,6313.37,10.255556,12832.94,19.80,28984.54,78.96,12884.74,19.88,787.66,1.22
121,Exit Long,sell,2018-11-09 00:00,6440.97,15.375486,-173.13,-0.17,16151.60,-1.05,1492.66,1.51,769.23,0.78
121,Entry Long,buy,2018-11-06 18:00,6439.35,15.375486,-173.13,-0.17,16151.60,-1.05,1492.66,1.51,769.23,0.78
120,Exit Long,sell,2018-11-06 03:00,6387.60,15.230801,308.85,0.32,16324.74,1.92,1574.95,1.63,0,0.00
120,Entry Long,buy,2018-11-05 00:00,6354.58,15.230801,308.85,0.32,16324.74,1.92,1574.95,1.63,0,0.00
119,Exit Short,exit_short,2018-11-01 00:00,6312.72,18.938351,985.93,0.82,16015.89,6.52,3198.55,2.65,0,0.00
119,Entry Short,enter_short,2018-10-29 18:00,6377.47,18.938351,985.93,0.82,16015.89,6.52,3198.55,2.65,0,0.00
118,Exit Long,sell,2018-10-26 18:00,6422.51,14.661324,-487.57,-0.52,15029.96,-3.12,5.97,0.01,393.41,0.42
118,Entry Long,buy,2018-10-26 15:00,6442.90,14.661324,-487.57,-0.52,15029.96,-3.12,5.97,0.01,393.41,0.42
117,Exit Long,sell,2018-10-24 18:00,6422.51,15.008886,-398.02,-0.41,15517.53,-2.49,379.63,0.39,301.62,0.31
117,Entry Long,buy,2018-10-24 12:00,6436.17,15.008886,-398.02,-0.41,15517.53,-2.49,379.63,0.39,301.62,0.31
116,Exit Long,sell,2018-10-15 18:00,6405.12,5.257752,-714.76,-2.08,15915.55,-4.27,1305.61,3.80,682.24,1.99
116,Entry Long,buy,2018-10-15 15:00,6528.13,5.257752,-714.76,-2.08,15915.55,-4.27,1305.61,3.80,682.24,1.99
115,Exit Short,exit_short,2018-10-15 12:00,6336.99,12.030858,1028.61,1.33,16630.30,6.55,4477.82,5.78,0,0.00
115,Entry Short,enter_short,2018-10-11 09:00,6435.26,12.030858,1028.61,1.33,16630.30,6.55,4477.82,5.78,0,0.00
114,Exit Long,sell,2018-10-09 15:00,6590.01,14.351036,74.03,0.08,15601.69,0.47,1249.66,1.32,490.26,0.52
114,Entry Long,buy,2018-10-08 06:00,6571.69,14.351036,74.03,0.08,15601.69,0.47,1249.66,1.32,490.26,0.52
113,Exit Long,sell,2018-10-06 18:00,6515.47,15.276463,-968.55,-0.96,15527.66,-5.84,371.74,0.37,869.01,0.87
113,Entry Long,buy,2018-10-06 06:00,6565.79,15.276463,-968.55,-0.96,15527.66,-5.84,371.74,0.37,869.01,0.87
112,Exit Long,sell,2018-09-28 18:00,6543.50,7.982563,-1085.47,-2.04,16496.21,-6.14,277.58,0.52,1033.23,1.94
112,Entry Long,buy,2018-09-28 15:00,6666.27,7.982563,-1085.47,-2.04,16496.21,-6.14,277.58,0.52,1033.23,1.94
111,Exit Long,sell,2018-09-25 06:00,6561.85,8.06979,475.30,0.91,17581.68,2.76,1928.28,3.68,131.86,0.25
111,Entry Long,buy,2018-09-21 06:00,6489.90,8.06979,475.30,0.91,17581.68,2.76,1928.28,3.68,131.86,0.25
110,Exit Short,exit_short,2018-09-20 03:00,6362.92,8.656861,-1136.71,-2.10,17106.38,-6.20,395.32,0.73,1081.62,2.00
110,Entry Short,enter_short,2018-09-20 03:00,6244.22,8.656861,-1136.71,-2.10,17106.38,-6.20,395.32,0.73,1081.62,2.00
109,Exit Short,exit_short,2018-09-17 00:00,6469.88,2.596488,426.09,2.47,18243.09,2.38,1165.62,6.75,0,0.00
109,Entry Short,enter_short,2018-09-06 09:00,6647.10,2.596488,426.09,2.47,18243.09,2.38,1165.62,6.75,0,0.00
108,Exit Long,sell,2018-09-05 18:00,7154.53,5.020179,194.35,0.54,17817.00,1.10,1483.61,4.16,0,0.00
108,Entry Long,buy,2018-09-01 21:00,7101.56,5.020179,194.35,0.54,17817.00,1.10,1483.61,4.16,0,0.00
107,Exit Long,sell,2018-08-30 18:00,6857.35,2.612901,202.20,1.14,17622.65,1.15,923.51,5.22,165.94,0.94
107,Entry Long,buy,2018-08-27 21:00,6766.34,2.612901,202.20,1.14,17622.65,1.15,923.51,5.22,165.94,0.94
106,Exit Long,sell,2018-08-23 00:00,6576.22,8.21616,-217.69,-0.40,17420.44,-1.23,2525.24,4.66,163.66,0.30
106,Entry Long,buy,2018-08-22 09:00,6589.55,8.21616,-217.69,-0.40,17420.44,-1.23,2525.24,4.66,163.66,0.30
105,Exit Long,sell,2018-08-20 15:00,6430.29,2.734504,-515.44,-2.85,17638.14,-2.82,6.00,0.03,830.21,4.59
105,Entry Long,buy,2018-08-18 09:00,6605.75,2.734504,-515.44,-2.85,17638.14,-2.82,6.00,0.03,830.21,4.59
104,Exit Long,sell,2018-08-16 06:00,6270.87,2.969164,-777.95,-4.01,18153.58,-4.09,309.18,1.60,759.33,3.92
104,Entry Long,buy,2018-08-16 00:00,6520.09,2.969164,-777.95,-4.01,18153.58,-4.09,309.18,1.60,759.33,3.92
103,Exit Short,exit_short,2018-08-14 09:00,5965.72,1.712672,2531.34,19.80,18931.53,15.34,2541.56,19.88,145.71,1.14
103,Entry Short,enter_short,2018-08-03 09:00,7457.15,1.712672,2531.34,19.80,18931.53,15.34,2541.56,19.88,145.71,1.14
102,Exit Long,sell,2018-07-27 06:00,7917.50,4.183906,1021.90,3.19,16400.19,6.60,3415.08,10.65,240.61,0.75
102,Entry Long,buy,2018-07-23 09:00,7657.68,4.183906,1021.90,3.19,16400.19,6.60,3415.08,10.65,240.61,0.75
101,Exit Long,sell,2018-07-23 06:00,7456.95,4.137501,2608.49,9.25,15378.29,20.27,3573.26,12.66,0,0.00
101,Entry Long,buy,2018-07-18 00:00,6812.23,4.137501,2608.49,9.25,15378.29,20.27,3573.26,12.66,0,0.00
100,Exit Short,exit_short,2018-07-16 18:00,6431.53,2.06875,-339.61,-2.61,12769.80,-2.57,413.69,3.18,326.30,2.51
100,Entry Short,enter_short,2018-07-11 06:00,6280.08,2.06875,-339.61,-2.61,12769.80,-2.57,413.69,3.18,326.30,2.51
99,Exit Long,sell,2018-07-10 06:00,6653.54,6.4472,-806.92,-1.85,13109.41,-5.76,420.26,0.96,764.03,1.75
99,Entry Long,buy,2018-07-08 06:00,6765.28,6.4472,-806.92,-1.85,13109.41,-5.76,420.26,0.96,764.03,1.75
98,Exit Long,sell,2018-07-06 03:00,6534.68,2.299584,454.77,3.12,13916.34,3.35,1057.57,7.26,322.82,2.22
98,Entry Long,buy,2018-06-30 06:00,6324.06,2.299584,454.77,3.12,13916.34,3.35,1057.57,7.26,322.82,2.22
97,Exit Short,exit_short,2018-06-25 21:00,6270.80,1.931157,-261.11,-2.20,13461.57,-1.89,755.67,6.36,249.00,2.10
97,Entry Short,enter_short,2018-06-22 21:00,6148.01,1.931157,-261.11,-2.20,13461.57,-1.89,755.67,6.36,249.00,2.10
96,Exit Short,exit_short,2018-06-21 00:00,6786.86,3.260733,1600.70,6.73,13722.68,13.10,3780.94,15.89,167.35,0.70
96,Entry Short,enter_short,2018-06-10 09:00,7291.84,3.260733,1600.70,6.73,13722.68,13.10,3780.94,15.89,167.35,0.70
95,Exit Short,exit_short,2018-06-02 15:00,7623.39,1.332904,414.73,3.91,12121.98,3.51,1191.88,11.24,117.58,1.11
95,Entry Short,enter_short,2018-05-23 06:00,7950.11,1.332904,414.73,3.91,12121.98,3.51,1191.88,11.24,117.58,1.11
94,Exit Short,exit_short,2018-05-21 21:00,8503.00,1.097591,362.17,3.72,11707.25,3.16,1003.59,10.32,53.43,0.55
94,Entry Short,enter_short,2018-05-11 15:00,8850.32,1.097591,362.17,3.72,11707.25,3.16,1003.59,10.32,53.43,0.55
93,Exit Long,sell,2018-05-06 21:00,9398.19,2.494315,-307.90,-1.30,11345.08,-2.62,1084.65,4.57,284.46,1.20
93,Entry Long,buy,2018-05-04 00:00,9502.73,2.494315,-307.90,-1.30,11345.08,-2.62,1084.65,4.57,284.46,1.20
92,Exit Long,sell,2018-04-25 18:00,9031.37,2.468508,1542.52,7.44,11652.98,15.11,3358.36,16.20,441.69,2.13
92,Entry Long,buy,2018-04-20 09:00,8389.07,2.468508,1542.52,7.44,11652.98,15.11,3358.36,16.20,441.69,2.13
91,Exit Long,sell,2018-04-18 03:00,8046.30,1.322406,1164.30,12.30,10110.46,12.87,1661.28,17.55,0,0.00
91,Entry Long,buy,2018-04-12 18:00,7150.66,1.322406,1164.30,12.30,10110.46,12.87,1661.28,17.55,0,0.00
90,Exit Short,exit_short,2018-04-09 06:00,7008.68,0.532311,231.70,5.83,8946.16,2.63,536.86,13.51,54.52,1.37
90,Entry Short,enter_short,2018-03-29 21:00,7458.42,0.532311,231.70,5.83,8946.16,2.63,536.86,13.51,54.52,1.37
89,Exit Long,sell,2018-03-24 21:00,8716.48,0.668185,-12.89,-0.22,8714.46,-0.15,304.65,5.22,302.38,5.19
89,Entry Long,buy,2018-03-21 00:00,8718.33,0.668185,-12.89,-0.22,8714.46,-0.15,304.65,5.22,302.38,5.19
88,Exit Short,exit_short,2018-03-18 21:00,7533.42,0.361494,674.69,19.80,8727.35,8.28,677.42,19.88,175.97,5.16
88,Entry Short,enter_short,2018-03-09 00:00,9416.77,0.361494,674.69,19.80,8727.35,8.28,677.42,19.88,175.97,5.16
87,Exit Short,exit_short,2018-02-27 15:00,10512.73,0.367069,-427.43,-12.42,8052.65,-4.98,19.41,0.56,423.57,12.31
87,Entry Short,enter_short,2018-02-26 00:00,9368.18,0.367069,-427.43,-12.42,8052.65,-4.98,19.41,0.56,423.57,12.31
86,Exit Long,sell,2018-02-21 00:00,11721.37,0.606876,1607.83,29.24,8480.08,23.06,1614.94,29.37,0,0.00
86,Entry Long,buy,2018-02-14 21:00,9051.25,0.606876,1607.83,29.24,8480.08,23.06,1614.94,29.37,0,0.00
85,Exit Long,sell,2018-02-12 06:00,8147.72,0.269161,-145.36,-6.22,6872.25,-2.04,106.76,4.57,225.46,9.65
85,Entry Long,buy,2018-02-10 00:00,8670.94,0.269161,-145.36,-6.22,6872.25,-2.04,106.76,4.57,225.46,9.65
84,Exit Short,exit_short,2018-02-06 12:00,6093.25,0.161009,243.06,19.80,7017.61,3.54,244.04,19.88,30.38,2.47
84,Entry Short,enter_short,2018-02-05 18:00,7616.56,0.161009,243.06,19.80,7017.61,3.54,244.04,19.88,30.38,2.47
83,Exit Short,exit_short,2018-02-02 18:00,7992.92,0.214436,424.64,19.80,6774.55,6.58,426.35,19.88,71.27,3.32
83,Entry Short,enter_short,2018-01-31 03:00,9991.15,0.214436,424.64,19.80,6774.55,6.58,426.35,19.88,71.27,3.32
82,Exit Long,sell,2018-01-29 15:00,11091.08,0.410518,-257.85,-5.36,6349.92,-3.84,63.52,1.32,253.30,5.27
82,Entry Long,buy,2018-01-28 12:00,11696.41,0.410518,-257.85,-5.36,6349.92,-3.84,63.52,1.32,253.30,5.27
81,Exit Short,exit_short,2018-01-17 06:00,10339.67,0.136904,350.70,19.80,6607.77,5.52,352.12,19.88,279.50,15.78
81,Entry Short,enter_short,2018-01-11 12:00,12924.59,0.136904,350.70,19.80,6607.77,5.52,352.12,19.88,279.50,15.78
80,Exit Long,sell,2018-01-08 09:00,15740.55,0.246184,155.43,4.18,6257.07,2.51,519.57,13.98,206.37,5.55
80,Entry Long,buy,2018-01-03 03:00,15078.37,0.246184,155.43,4.18,6257.07,2.51,519.57,13.98,206.37,5.55
79,Exit Long,sell,2017-12-28 09:00,14606.80,0.12668,-179.11,-8.83,6101.64,-2.81,61.41,3.03,184.15,9.08
79,Entry Long,buy,2017-12-27 00:00,15990.10,0.12668,-179.11,-8.83,6101.64,-2.81,61.41,3.03,184.15,9.08
78,Exit Short,exit_short,2017-12-22 21:00,12008.45,0.120336,358.01,19.80,6280.75,5.94,359.46,19.88,94.15,5.21
78,Entry Short,enter_short,2017-12-22 00:00,15010.57,0.120336,358.01,19.80,6280.75,5.94,359.46,19.88,94.15,5.21
77,Exit Long,sell,2017-12-19 18:00,17990.38,0.140302,104.18,4.31,5922.74,1.76,358.52,14.83,201.86,8.35
77,Entry Long,buy,2017-12-12 03:00,17212.65,0.140302,104.18,4.31,5922.74,1.76,358.52,14.83,201.86,8.35
76,Exit Long,sell,2017-12-07 18:00,14762.34,0.233037,777.57,29.24,5818.56,15.12,781.01,29.37,187.73,7.06
76,Entry Long,buy,2017-12-03 18:00,11399.49,0.233037,777.57,29.24,5818.56,15.12,781.01,29.37,187.73,7.06
75,Exit Long,sell,2017-11-29 12:00,10793.56,0.785542,1916.43,29.24,5040.99,59.43,1924.91,29.37,0,0.00
75,Entry Long,buy,2017-11-25 15:00,8334.80,0.785542,1916.43,29.24,5040.99,59.43,1924.91,29.37,0,0.00
74,Exit Long,sell,2017-11-24 06:00,8032.92,0.19747,180.27,12.84,3124.56,5.92,246.41,17.55,1.84,0.13
74,Entry Long,buy,2017-11-15 21:00,7104.87,0.19747,180.27,12.84,3124.56,5.92,246.41,17.55,1.84,0.13
73,Exit Short,exit_short,2017-11-13 21:00,6657.89,0.217161,-62.07,-4.47,2944.28,-2.00,189.87,13.68,60.63,4.37
73,Entry Short,enter_short,2017-11-11 21:00,6385.09,0.217161,-62.07,-4.47,2944.28,-2.00,189.87,13.68,60.63,4.37
72,Exit Long,sell,2017-11-09 03:00,7411.71,0.42355,-73.79,-2.30,3006.36,-2.32,118.97,3.71,70.65,2.20
72,Entry Long,buy,2017-11-09 00:00,7570.95,0.42355,-73.79,-2.30,3006.36,-2.32,118.97,3.71,70.65,2.20
71,Exit Long,sell,2017-11-07 00:00,7080.43,0.460512,506.52,18.41,3080.15,18.94,747.18,27.16,13.57,0.49
71,Entry Long,buy,2017-10-30 00:00,5967.48,0.460512,506.52,18.41,3080.15,18.94,747.18,27.16,13.57,0.49
70,Exit Long,sell,2017-10-23 21:00,5657.07,0.462942,-52.23,-1.96,2573.63,-1.92,192.78,7.22,49.61,1.86
70,Entry Long,buy,2017-10-20 21:00,5758.47,0.462942,-52.23,-1.96,2573.63,-1.92,192.78,7.22,49.61,1.86
69,Exit Long,sell,2017-10-13 09:00,5694.88,0.997423,1283.88,29.24,2625.86,89.04,1289.56,29.37,0,0.00
69,Entry Long,buy,2017-10-08 06:00,4397.59,0.997423,1283.88,29.24,2625.86,89.04,1289.56,29.37,0,0.00
68,Exit Long,sell,2017-10-03 21:00,4251.94,0.340558,101.49,7.55,1341.98,7.57,173.80,12.92,33.04,2.46
68,Entry Long,buy,2017-09-26 06:00,3945.73,0.340558,101.49,7.55,1341.98,7.57,173.80,12.92,33.04,2.46
67,Exit Long,sell,2017-09-21 09:00,3817.74,0.144816,-22.89,-3.98,1240.49,-1.68,21.31,3.70,22.34,3.88
67,Entry Long,buy,2017-09-18 18:00,3968.05,0.144816,-22.89,-3.98,1240.49,-1.68,21.31,3.70,22.34,3.88
66,Exit Short,exit_short,2017-09-15 03:00,3301.61,0.156479,128.00,19.80,1263.38,10.36,128.51,19.88,40.29,6.23
66,Entry Short,enter_short,2017-09-10 15:00,4127.01,0.156479,128.00,19.80,1263.38,10.36,128.51,19.88,40.29,6.23
65,Exit Long,sell,2017-09-08 21:00,4404.75,0.25111,-72.25,-6.14,1135.39,-5.52,0,0.00,71.14,6.04
65,Entry Long,buy,2017-09-08 18:00,4683.37,0.25111,-72.25,-6.14,1135.39,-5.52,0,0.00,71.14,6.04
64,Exit Short,exit_short,2017-09-06 09:00,4516.13,0.196423,-60.74,-7.33,1207.63,-4.44,21.09,2.54,59.86,7.22
64,Entry Short,enter_short,2017-09-05 00:00,4215.61,0.196423,-60.74,-7.33,1207.63,-4.44,21.09,2.54,59.86,7.22
63,Exit Long,sell,2017-09-02 18:00,4636.84,0.572238,114.18,4.50,1268.38,9.10,311.04,12.26,0,0.00
63,Entry Long,buy,2017-08-29 21:00,4428.25,0.572238,114.18,4.50,1268.38,9.10,311.04,12.26,0,0.00
62,Exit Long,sell,2017-08-28 12:00,4274.10,0.213524,4.28,0.47,1154.20,0.34,43.44,4.79,35.81,3.95
62,Entry Long,buy,2017-08-24 00:00,4245.54,0.213524,4.28,0.47,1154.20,0.34,43.44,4.79,35.81,3.95
61,Exit Long,sell,2017-08-19 00:00,4156.37,0.208325,-54.40,-5.92,1149.92,-4.17,12.95,1.41,53.54,5.82
61,Entry Long,buy,2017-08-17 18:00,4408.94,0.208325,-54.40,-5.92,1149.92,-4.17,12.95,1.41,53.54,5.82
60,Exit Long,sell,2017-08-12 15:00,3766.23,0.351608,299.31,29.24,1204.32,29.78,300.64,29.37,0,0.00
60,Entry Long,buy,2017-08-05 09:00,2908.29,0.351608,299.31,29.24,1204.32,29.78,300.64,29.37,0,0.00
59,Exit Long,sell,2017-08-01 15:00,2742.89,0.338634,-22.63,-2.38,905.01,-2.20,42.77,4.50,21.70,2.28
59,Entry Long,buy,2017-08-01 03:00,2804.17,0.338634,-22.63,-2.38,905.01,-2.20,42.77,4.50,21.70,2.28
58,Exit Long,sell,2017-07-30 12:00,2628.97,0.320848,-54.94,-6.12,927.64,-5.07,10.14,1.13,54.09,6.03
58,Entry Long,buy,2017-07-28 18:00,2794.77,0.320848,-54.94,-6.12,927.64,-5.07,10.14,1.13,54.09,6.03
57,Exit Long,sell,2017-07-25 18:00,2639.36,0.20536,56.90,11.74,982.58,5.55,120.21,24.81,28.46,5.87
57,Entry Long,buy,2017-07-19 00:00,2357.28,0.20536,56.90,11.74,982.58,5.55,120.21,24.81,28.46,5.87
56,Exit Short,exit_short,2017-07-16 21:00,1812.14,0.290077,130.23,19.80,925.68,14.54,130.76,19.88,6.47,0.98
56,Entry Short,enter_short,2017-07-14 21:00,2265.17,0.290077,130.23,19.80,925.68,14.54,130.76,19.88,6.47,0.98
55,Exit Short,exit_short,2017-07-13 12:00,2415.30,0.363701,-8.69,-1.00,795.45,-0.96,55.15,6.32,13.59,1.56
55,Entry Short,enter_short,2017-07-10 21:00,2396.22,0.363701,-8.69,-1.00,795.45,-0.96,55.15,6.32,13.59,1.56
54,Exit Long,sell,2017-07-07 21:00,2538.49,0.745872,-29.59,-1.54,804.13,-3.17,45.34,2.36,36.56,1.90
54,Entry Long,buy,2017-07-03 21:00,2573.05,0.745872,-29.59,-1.54,804.13,-3.17,45.34,2.36,36.56,1.90
53,Exit Short,exit_short,2017-06-28 06:00,2500.00,0.282335,-40.40,-6.05,833.72,-4.15,25.00,3.75,39.70,5.95
53,Entry Short,enter_short,2017-06-27 03:00,2361.76,0.282335,-40.40,-6.05,833.72,-4.15,25.00,3.75,39.70,5.95
52,Exit Short,exit_short,2017-06-16 18:00,2502.11,0.225369,-6.27,-1.12,874.13,-0.64,89.72,16.04,7.13,1.27
52,Entry Short,enter_short,2017-06-15 06:00,2479.25,0.225369,-6.27,-1.12,874.13,-0.64,89.72,16.04,7.13,1.27
51,Exit Long,sell,2017-06-12 18:00,2805.78,0.352438,-36.28,-3.54,880.40,-3.57,23.83,2.33,36.14,3.53
51,Entry Long,buy,2017-06-10 21:00,2903.01,0.352438,-36.28,-3.54,880.40,-3.57,23.83,2.33,36.14,3.53
50,Exit Long,sell,2017-06-08 06:00,2689.98,0.230928,81.76,15.18,916.68,8.75,137.35,25.49,13.02,2.42
50,Entry Long,buy,2017-06-01 03:00,2330.89,0.230928,81.76,15.18,916.68,8.75,137.35,25.49,13.02,2.42
